employee_id,zone,region,urbanity,home_lat,home_lon,job_family,shift_worker,shift_pattern,offpeak_travel,days_on_site_per_week,commute_days_per_month,age,has_children_under12,car_available,green_attitude,already_has_dticket,field_role,boarding_station,boarding_station_id,access_km,access_mode,access_min,wait_min,ride_and_lastmile_min,transfers,pt_total_min,car_km_still_driven,car_km_one_way,car_total_min,car_cost_eur_month,commute_band,pt_vs_car_min,pt_car_time_ratio,active_mobility_candidate
SYN-00633,Norderstedt,Kr. Segeberg,suburban,53.70548,10.03064,Office & Commercial,False,Day (08:00),False,2,7.8,46,False,True,1.183,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,9.8,0,20.8,0.0,3.11,10.2,14.58,≤ 30 min,10.6,2.04,True
SYN-00634,Hamburg-Winterhude,Hamburg,urban_core,53.59586,10.0215,Office & Commercial,False,Day (08:00),False,4,15.6,39,True,True,0.416,False,False,Alsterdorf,alsterdorf,1.25,Feeder bus,12.8,2.0,33.1,0,47.9,0.0,13.85,27.0,129.66,46–60 min,20.9,1.77,False
SYN-00635,Norderstedt,Kr. Segeberg,suburban,53.72058,9.99273,Production & Technical,False,Day (08:00),False,5,19.5,39,False,True,-1.149,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,21.9,0,32.9,0.0,6.95,14.9,81.26,31–45 min,18.0,2.21,False
SYN-00636,Hamburg-Langenhorn,Hamburg,urban,53.67049,10.009,Production & Technical,True,Early (06:00),True,5,19.5,41,True,True,-2.293,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,13.1,0,24.1,0.0,4.14,15.6,48.49,≤ 30 min,8.5,1.54,True
SYN-00637,Hamburg-Billstedt/Horn,Hamburg,urban,53.5446,10.08939,Production & Technical,False,Day (08:00),False,5,19.5,48,False,False,1.079,True,False,Hasselbrook,hasselbrook,4.81,Feeder bus,23.4,4.0,43.8,1,71.3,0.0,21.71,31.2,253.99,> 60 min,40.1,2.29,False
SYN-00638,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.6118,9.91062,Lab & R&D,False,Day (08:00),False,5,19.5,36,True,True,0.808,False,False,Niendorf Markt,niendorf_markt,3.58,Feeder bus,19.7,2.0,50.7,0,72.4,0.0,16.53,28.7,193.41,> 60 min,43.7,2.52,False
SYN-00639,Hamburg-Wilhelmsburg,Hamburg,urban,53.5129,10.04034,Office & Commercial,False,Day (08:00),False,4,15.6,34,False,False,0.494,True,False,Elbbrücken,elbbruecken,3.34,Feeder bus,19.0,2.0,55.2,1,76.2,0.0,26.13,41.8,244.61,> 60 min,34.4,1.82,False
SYN-00640,Tangstedt,Kr. Stormarn,rural,53.71233,10.06054,Office & Commercial,False,Day (08:00),False,3,11.7,47,True,True,0.48,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,12.7,0,23.7,0.0,4.01,11.3,28.16,≤ 30 min,12.4,2.1,True
SYN-00641,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.57207,9.90465,Office & Commercial,False,Day (08:00),False,5,19.5,20,False,True,1.378,False,False,Bahrenfeld,bahrenfeld,1.47,Feeder bus,13.4,4.0,59.9,1,77.3,0.0,21.37,31.1,250.02,> 60 min,46.2,2.49,False
SYN-00642,Hamburg-Harburg,Hamburg,urban,53.47809,9.96435,Lab & R&D,False,Day (08:00),False,3,11.7,35,True,False,0.461,False,False,Harburg Rathaus,harburg_rathaus,2.87,Feeder bus,17.6,4.0,67.2,1,88.8,0.0,32.19,43.5,226.01,> 60 min,45.3,2.04,False
SYN-00643,Norderstedt,Kr. Segeberg,suburban,53.70714,9.97423,Office & Commercial,False,Day (08:00),False,2,7.8,29,False,False,-0.138,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,22.4,0,33.4,0.0,7.1,15.1,33.21,31–45 min,18.3,2.21,False
SYN-00644,Hamburg-Poppenbüttel,Hamburg,suburban,53.63887,10.0955,Office & Commercial,False,Day (08:00),False,3,11.7,55,False,True,-0.734,False,False,Wellingsbüttel,wellingsbuettel,2.55,Feeder bus,16.7,4.0,40.3,1,61.0,0.0,8.44,16.5,59.22,> 60 min,44.5,3.7,False
SYN-00645,Hamburg-Rahlstedt,Hamburg,suburban,53.60497,10.13766,Office & Commercial,False,Day (08:00),False,2,7.8,37,True,True,0.404,False,False,Berne,berne,2.26,Feeder bus,15.8,2.0,63.0,3,80.8,0.0,14.74,22.5,69.0,> 60 min,58.3,3.59,False
SYN-00646,Quickborn,Kr. Pinneberg,suburban,53.74305,9.9003,Production & Technical,True,Early (06:00),True,5,19.5,36,True,True,1.397,False,False,Quickborn,quickborn,2.06,Feeder bus,15.2,6.0,42.8,0,64.0,0.0,15.47,23.1,181.03,> 60 min,40.9,2.77,False
SYN-00647,Norderstedt,Kr. Segeberg,suburban,53.68858,10.00236,Lab & R&D,False,Day (08:00),False,4,15.6,41,False,True,-0.186,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,12.4,0,23.4,0.0,3.92,11.2,36.73,≤ 30 min,12.2,2.09,True
SYN-00648,Hamburg-Uhlenhorst,Hamburg,urban_core,53.56415,10.01271,Production & Technical,True,Early (06:00),True,5,19.5,35,True,False,1.943,False,False,Hallerstraße,hallerstrasse,1.84,Feeder bus,14.5,3.6,41.4,0,59.5,0.0,18.68,29.9,218.52,46–60 min,29.6,1.99,False
SYN-00649,Hamburg-Billstedt/Horn,Hamburg,urban,53.55758,10.07813,Production & Technical,True,Night (22:00),True,5,19.5,38,False,True,0.59,False,False,Hasselbrook,hasselbrook,2.89,Feeder bus,17.7,6.0,45.8,1,69.5,0.0,19.62,30.3,229.61,> 60 min,39.2,2.29,False
SYN-00650,Norderstedt,Kr. Segeberg,suburban,53.70623,10.04129,Office & Commercial,False,Day (08:00),False,4,15.6,43,False,True,0.264,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,9.3,0,20.3,0.0,2.93,9.9,27.42,≤ 30 min,10.4,2.05,True
SYN-00651,Hamburg-Winterhude,Hamburg,urban_core,53.60088,10.00144,Production & Technical,True,Late (14:00),True,5,19.5,37,True,True,2.838,False,False,Lattenkamp,lattenkamp,0.64,Walk,8.0,3.6,35.3,0,46.9,0.0,13.53,26.8,158.26,46–60 min,20.1,1.75,False
SYN-00652,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.64399,9.86659,Production & Technical,False,Day (08:00),False,5,19.5,37,True,True,1.636,False,False,Schnelsen,schnelsen,4.52,Feeder bus,22.6,6.0,49.9,0,78.4,0.0,17.25,24.5,201.77,> 60 min,53.9,3.2,False
SYN-00653,Hamburg-Billstedt/Horn,Hamburg,urban,53.53554,10.06853,Production & Technical,False,Day (08:00),False,5,19.5,31,True,True,2.012,True,False,Tiefstack,tiefstack,0.5,Walk,6.2,4.0,57.8,1,68.0,0.0,22.81,31.7,266.93,> 60 min,36.3,2.15,False
SYN-00654,Hamburg-Poppenbüttel,Hamburg,suburban,53.66052,10.05662,Office & Commercial,False,Day (08:00),False,3,11.7,29,True,True,-0.681,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,12.9,0,23.9,0.0,4.07,11.4,28.57,≤ 30 min,12.5,2.1,True
SYN-00655,Quickborn,Kr. Pinneberg,suburban,53.71655,9.88554,Lab & R&D,False,Day (08:00),False,5,19.5,43,False,True,2.076,False,False,Quickborn,quickborn,2.39,Feeder bus,16.2,6.0,42.8,0,65.0,0.0,14.97,22.6,175.16,> 60 min,42.4,2.88,False
SYN-00656,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.59026,10.09093,Production & Technical,True,Early (06:00),True,5,19.5,45,False,False,0.018,False,False,Barmbek,barmbek,4.16,Feeder bus,21.5,3.6,42.5,1,67.6,0.0,15.05,27.8,176.03,> 60 min,39.8,2.43,False
SYN-00657,Quickborn,Kr. Pinneberg,suburban,53.72271,9.89434,Production & Technical,True,Late (14:00),True,5,19.5,26,False,False,-0.061,False,False,Quickborn,quickborn,1.23,Feeder bus,12.7,6.0,42.8,0,61.5,0.0,14.54,22.3,170.12,> 60 min,39.2,2.76,False
SYN-00658,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.6578,10.17853,Office & Commercial,False,Day (08:00),False,2,7.8,50,False,True,-2.393,False,False,Volksdorf,volksdorf,2.78,Feeder bus,17.3,2.0,67.0,2,86.4,0.0,12.54,20.5,58.67,> 60 min,65.9,4.21,False
SYN-00659,Hamburg-Wandsbek,Hamburg,urban,53.57712,10.08627,Field & Sales,False,Day (08:00),False,1,3.9,50,False,True,0.343,False,True,Barmbek,barmbek,3.97,Feeder bus,20.9,2.0,40.5,1,63.4,0.0,16.86,28.9,39.46,> 60 min,34.5,2.19,False
SYN-00660,Hamburg-Winterhude,Hamburg,urban_core,53.59397,10.02386,Production & Technical,True,Early (06:00),True,5,19.5,53,False,False,-0.917,False,False,Alsterdorf,alsterdorf,1.59,Feeder bus,13.8,3.6,33.1,0,50.5,0.0,14.1,27.2,164.99,46–60 min,23.3,1.86,False
SYN-00661,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.64599,10.09333,Field & Sales,False,Day (08:00),False,3,11.7,45,False,True,0.258,False,True,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,23.5,0,34.5,0.0,7.43,15.4,52.16,31–45 min,19.1,2.24,False
SYN-00662,Pinneberg,Kr. Pinneberg,suburban,53.64127,9.81139,Lab & R&D,False,Day (08:00),False,5,19.5,49,False,False,-1.378,False,False,Thesdorf,thesdorf,1.12,Feeder bus,12.4,4.0,75.7,1,92.1,0.0,22.0,27.9,257.41,> 60 min,64.2,3.3,False
SYN-00663,Hamburg-Niendorf,Hamburg,urban,53.62068,9.98314,Production & Technical,True,Early (06:00),True,5,19.5,64,False,True,1.581,True,False,Fuhlsbüttel,fuhlsbuettel,4.12,Feeder bus,21.4,3.6,26.5,0,51.5,0.0,11.43,25.1,133.74,46–60 min,26.4,2.05,False
SYN-00664,Norderstedt,Kr. Segeberg,suburban,53.72291,9.96911,Office & Commercial,False,Day (08:00),False,3,11.7,39,False,True,0.502,False,False,Norderstedt Mitte,norderstedt_mitte,3.02,Feeder bus,18.1,2.0,23.0,0,43.1,0.0,8.74,16.8,61.33,31–45 min,26.3,2.57,False
SYN-00665,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.5989,10.10896,Office & Commercial,False,Day (08:00),False,4,15.6,30,False,False,2.63,False,False,Farmsen,farmsen,0.59,Walk,7.3,2.0,61.3,3,70.7,0.0,14.34,27.3,134.24,> 60 min,43.4,2.59,False
SYN-00666,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.58429,9.91934,Office & Commercial,False,Day (08:00),False,3,11.7,25,False,True,-0.59,False,False,Hoheluftbrücke,hoheluftbruecke,4.87,Feeder bus,23.6,2.0,46.3,1,71.9,0.0,19.12,30.1,134.2,> 60 min,41.8,2.39,False
SYN-00667,Hamburg-Neugraben,Hamburg,suburban,53.45005,9.8835,Production & Technical,False,Day (08:00),False,5,19.5,61,False,True,1.133,False,False,Neuwiedenthal,neuwiedenthal,3.02,Feeder bus,18.1,4.0,73.6,1,95.7,0.0,38.41,47.0,449.44,> 60 min,48.7,2.04,False
SYN-00668,Winsen (Luhe),Kr. Harburg,rural,53.36336,10.22337,Office & Commercial,False,Day (08:00),False,2,7.8,61,False,True,-2.419,False,False,Winsen (Luhe),winsen,1.17,Feeder bus,12.5,6.0,83.4,2,101.9,0.0,51.08,57.6,239.04,> 60 min,44.3,1.77,False
SYN-00669,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.64789,10.12935,Office & Commercial,False,Day (08:00),False,3,11.7,32,False,True,0.275,False,False,Poppenbüttel,poppenbuettel,4.05,Feeder bus,21.1,4.0,40.2,0,65.4,0.0,9.42,17.5,66.15,> 60 min,47.9,3.74,False
SYN-00670,Hamburg-Barmbek,Hamburg,urban_core,53.57101,10.04791,Office & Commercial,False,Day (08:00),False,4,15.6,34,False,True,-0.148,False,False,Hasselbrook,hasselbrook,0.48,Walk,6.0,4.0,43.8,1,53.8,0.0,17.4,29.2,162.91,46–60 min,24.6,1.84,False
SYN-00671,Hamburg-Langenhorn,Hamburg,urban,53.68184,10.0197,Field & Sales,False,Day (08:00),False,2,7.8,38,False,True,-0.231,False,True,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,7.9,0,18.9,0.0,2.5,11.8,11.68,≤ 30 min,7.1,1.6,True
SYN-00672,Hamburg-Wandsbek,Hamburg,urban,53.58777,10.06505,Office & Commercial,False,Day (08:00),False,2,7.8,55,False,True,-0.583,False,False,Sengelmannstraße,sengelmannstrasse,4.89,Feeder bus,23.7,2.0,31.4,0,57.0,0.0,14.98,27.8,70.11,46–60 min,29.2,2.05,False
SYN-00673,Buchholz i.d.N.,Kr. Harburg,rural,53.33416,9.84465,Office & Commercial,False,Day (08:00),False,2,7.8,28,False,True,-0.981,False,False,Buchholz i.d.N.,buchholz,2.58,Feeder bus,16.7,6.0,103.4,2,126.1,0.0,55.94,61.6,261.79,> 60 min,64.5,2.05,False
SYN-00674,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.59705,9.88037,Lab & R&D,False,Day (08:00),False,5,19.5,20,False,True,-0.743,False,False,Elbgaustraße,elbgaustrasse,1.09,Feeder bus,12.3,4.0,66.3,2,82.6,0.0,20.01,30.5,234.14,> 60 min,52.1,2.71,False
SYN-00675,Hamburg-Wandsbek,Hamburg,urban,53.5878,10.04678,Production & Technical,False,Day (08:00),False,5,19.5,64,False,False,-0.659,True,False,Barmbek,barmbek,0.38,Walk,4.8,2.0,40.5,1,47.3,0.0,14.88,27.7,174.14,46–60 min,19.6,1.71,False
SYN-00676,Hamburg-Winterhude,Hamburg,urban_core,53.60704,9.99655,Production & Technical,True,Early (06:00),True,5,19.5,45,True,True,0.416,False,False,Alsterdorf,alsterdorf,1.73,Feeder bus,14.2,3.6,33.1,0,50.9,0.0,12.79,26.2,149.65,46–60 min,24.7,1.94,False
SYN-00677,Schenefeld,Kr. Pinneberg,suburban,53.59635,9.84004,Production & Technical,True,Early (06:00),True,5,19.5,47,True,True,0.98,False,False,Elbgaustraße,elbgaustrasse,3.96,Feeder bus,20.9,6.0,69.7,1,96.6,0.0,22.85,28.5,267.39,> 60 min,68.1,3.39,False
SYN-00678,Hamburg-Eimsbüttel,Hamburg,urban_core,53.57098,9.9451,Lab & R&D,False,Day (08:00),False,5,19.5,40,True,True,0.679,True,False,Kellinghusenstraße,kellinghusenstrasse,4.55,Feeder bus,22.6,2.0,37.8,0,62.4,0.0,19.61,30.3,229.4,> 60 min,32.1,2.06,False
SYN-00679,Hamburg-Langenhorn,Hamburg,urban,53.6617,10.00383,Production & Technical,False,Day (08:00),False,5,19.5,47,True,True,1.233,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,16.9,0,27.9,0.0,5.36,18.1,62.69,≤ 30 min,9.8,1.54,False
SYN-00680,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.60839,10.1148,Office & Commercial,False,Day (08:00),False,5,19.5,25,False,True,-1.045,False,False,Berne,berne,0.25,Walk,3.1,2.0,63.0,3,68.2,0.0,13.27,26.6,155.26,> 60 min,41.6,2.56,False
SYN-00681,Norderstedt,Kr. Segeberg,suburban,53.70992,10.03218,Production & Technical,True,Late (14:00),True,5,19.5,33,True,True,-0.383,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,11.6,0,22.6,0.0,3.67,10.9,42.97,≤ 30 min,11.7,2.07,True
SYN-00682,Hamburg-Niendorf,Hamburg,urban,53.6319,9.96744,Production & Technical,True,Night (22:00),True,5,19.5,43,False,False,0.844,True,False,Fuhlsbüttel,fuhlsbuettel,4.94,Feeder bus,23.8,3.6,26.5,0,53.9,0.0,10.85,24.6,126.91,46–60 min,29.3,2.19,False
SYN-00683,Norderstedt,Kr. Segeberg,suburban,53.69516,9.96642,Office & Commercial,False,Day (08:00),False,3,11.7,20,False,True,0.61,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,22.8,0,33.8,0.0,7.22,15.2,50.66,31–45 min,18.6,2.22,False
SYN-00684,Hamburg-Eppendorf,Hamburg,urban_core,53.59225,9.96572,Production & Technical,True,Late (14:00),True,5,19.5,39,True,False,-0.461,True,False,Hudtwalckerstraße,hudtwalckerstrasse,2.44,Feeder bus,16.3,3.6,36.5,0,56.5,0.0,15.93,28.4,186.35,46–60 min,28.1,1.99,False
SYN-00685,Hamburg-Rahlstedt,Hamburg,suburban,53.606,10.13058,Lab & R&D,False,Day (08:00),False,3,11.7,38,True,True,0.901,False,False,Berne,berne,1.64,Feeder bus,13.9,2.0,63.0,3,79.0,0.0,14.27,22.1,100.21,> 60 min,56.9,3.57,False
SYN-00686,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.6054,10.10752,Production & Technical,False,Day (08:00),False,5,19.5,39,False,True,-0.331,False,False,Berne,berne,0.56,Walk,7.0,2.0,63.0,3,72.1,0.0,13.4,26.7,156.72,> 60 min,45.4,2.7,False
SYN-00687,Hamburg-Barmbek,Hamburg,urban_core,53.5866,10.04933,Lab & R&D,False,Day (08:00),False,4,15.6,36,False,True,-0.327,False,False,Barmbek,barmbek,0.56,Walk,7.0,2.0,40.5,1,49.5,0.0,15.07,27.8,141.02,46–60 min,21.7,1.78,False
SYN-00688,Großhansdorf,Kr. Stormarn,rural,53.65639,10.29834,Production & Technical,True,Night (22:00),True,5,19.5,31,True,True,0.37,False,False,Großhansdorf,grosshansdorf,0.85,Walk,10.6,3.6,89.1,2,103.3,0.0,22.87,28.5,267.56,> 60 min,74.8,3.62,False
SYN-00689,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.55518,9.88989,Field & Sales,False,Day (08:00),False,2,7.8,22,False,True,0.49,True,True,Othmarschen,othmarschen,0.88,Walk,11.0,4.0,62.3,1,77.2,0.0,24.2,32.2,113.24,> 60 min,45.0,2.4,False
SYN-00690,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.55986,9.95762,Office & Commercial,False,Day (08:00),False,4,15.6,44,True,False,-0.206,False,False,Sternschanze,sternschanze,0.82,Walk,10.3,2.0,49.3,1,61.5,0.0,20.65,30.8,193.3,> 60 min,30.7,2.0,False
SYN-00691,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.66757,10.09719,Production & Technical,True,Early (06:00),True,5,19.5,39,True,True,-0.607,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,17.0,0,28.0,0.0,5.37,13.1,62.84,≤ 30 min,14.9,2.14,False
SYN-00692,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.64353,9.83671,Production & Technical,False,Day (08:00),False,5,19.5,27,True,True,-0.92,False,False,Thesdorf,thesdorf,1.13,Feeder bus,12.4,4.0,75.7,1,92.1,0.0,19.76,26.3,231.17,> 60 min,65.8,3.5,False
SYN-00693,Hamburg-Poppenbüttel,Hamburg,suburban,53.66567,10.06494,Production & Technical,True,Night (22:00),True,5,19.5,43,False,False,-0.512,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,11.4,0,22.4,0.0,3.59,10.8,42.05,≤ 30 min,11.6,2.07,True
SYN-00694,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.6128,10.08893,Office & Commercial,False,Day (08:00),False,2,7.8,39,True,True,1.3,False,False,Kornweg,kornweg,4.56,Feeder bus,22.7,4.0,37.1,1,63.8,0.0,11.76,25.4,55.02,> 60 min,38.4,2.51,False
SYN-00695,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.62013,9.85367,Office & Commercial,False,Day (08:00),False,3,11.7,37,True,True,0.228,False,False,Krupunder,krupunder,0.83,Walk,10.4,4.0,70.8,1,85.1,0.0,19.87,26.4,139.46,> 60 min,58.7,3.22,False
SYN-00696,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.55742,9.9678,Production & Technical,True,Early (06:00),True,5,19.5,20,False,True,1.675,False,False,Feldstraße,feldstrasse,0.2,Walk,2.5,3.6,52.6,1,58.6,0.0,20.67,30.8,241.79,46–60 min,27.8,1.9,False
SYN-00697,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.59074,9.91535,Office & Commercial,False,Day (08:00),False,3,11.7,50,False,True,0.533,False,False,Stellingen,stellingen,0.63,Walk,7.9,4.0,61.8,2,73.7,0.0,18.57,29.8,130.33,> 60 min,43.9,2.47,False
SYN-00698,Hamburg-Wandsbek,Hamburg,urban,53.567,10.0811,Office & Commercial,False,Day (08:00),False,2,7.8,28,False,True,-0.229,False,False,Barmbek,barmbek,4.34,Feeder bus,22.0,2.0,40.5,1,64.5,0.0,18.27,29.7,85.5,> 60 min,34.8,2.17,False
SYN-00699,Hamburg-Rahlstedt,Hamburg,suburban,53.60469,10.16579,Office & Commercial,False,Day (08:00),False,5,19.5,43,False,True,-1.766,False,False,Berne,berne,4.65,Feeder bus,23.0,2.0,63.0,3,88.0,0.0,16.29,23.7,190.58,> 60 min,64.3,3.71,False
SYN-00700,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.65284,10.16871,Office & Commercial,False,Day (08:00),False,3,11.7,33,False,True,-0.877,False,False,Volksdorf,volksdorf,1.7,Feeder bus,14.1,2.0,67.0,2,83.1,0.0,12.02,20.1,84.39,> 60 min,63.0,4.13,False
SYN-00701,Hamburg-Poppenbüttel,Hamburg,suburban,53.67143,10.07763,Office & Commercial,False,Day (08:00),False,3,11.7,38,True,True,-0.705,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,11.4,0,22.4,0.0,3.62,10.8,25.44,≤ 30 min,11.6,2.07,True
SYN-00702,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.61098,10.09462,Office & Commercial,False,Day (08:00),False,4,15.6,55,False,True,-0.815,False,False,Wandsbek-Gartenstadt,wandsbek_gartenstadt,3.75,Feeder bus,20.3,2.0,51.8,2,74.0,0.0,12.18,25.7,114.04,> 60 min,48.3,2.88,False
SYN-00703,Hamburg-Fuhlsbüttel,Hamburg,urban,53.64701,10.01771,Field & Sales,False,Day (08:00),False,2,7.8,48,False,True,1.031,False,True,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,20.6,0,31.6,0.0,6.52,19.8,30.5,31–45 min,11.8,1.6,False
SYN-00704,Neumünster,Kr. Neumünster,suburban,54.0746,9.96695,Production & Technical,False,Day (08:00),False,5,19.5,54,False,True,0.671,True,False,Neumünster,neumuenster,1.28,Feeder bus,12.8,6.0,133.4,2,152.2,0.0,58.61,54.8,685.79,> 60 min,97.4,2.78,False
SYN-00705,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.64893,10.08715,Production & Technical,False,Day (08:00),False,5,19.5,46,False,True,2.045,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,21.3,0,32.3,0.0,6.76,14.7,79.09,31–45 min,17.6,2.2,False
SYN-00706,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.54663,9.91197,Production & Technical,True,Early (06:00),True,5,19.5,46,True,False,-0.48,False,False,Altona,altona,2.15,Feeder bus,15.5,6.0,59.4,1,80.8,0.0,24.23,32.2,283.47,> 60 min,48.6,2.51,False
SYN-00707,Hamburg-Harburg,Hamburg,urban,53.45122,10.00626,Office & Commercial,False,Day (08:00),False,3,11.7,22,False,True,2.081,False,False,Harburg,harburg,1.55,Feeder bus,13.7,4.0,65.7,1,83.4,0.0,35.57,44.6,249.68,> 60 min,38.8,1.87,False
SYN-00708,Hamburg-Wilhelmsburg,Hamburg,urban,53.50135,10.00195,Production & Technical,True,Late (14:00),True,5,19.5,39,True,True,1.791,False,False,Wilhelmsburg,wilhelmsburg,1.0,Feeder bus,12.0,6.0,62.0,1,80.0,0.0,28.14,42.5,329.26,> 60 min,37.5,1.88,False
SYN-00709,Hamburg-Barmbek,Hamburg,urban_core,53.59061,10.0625,Lab & R&D,False,Day (08:00),False,5,19.5,40,False,False,0.151,False,False,Sengelmannstraße,sengelmannstrasse,4.44,Feeder bus,22.3,2.0,31.4,0,55.7,0.0,14.53,27.5,170.03,46–60 min,28.2,2.03,False
SYN-00710,Hamburg-Eimsbüttel,Hamburg,urban_core,53.59212,9.94518,Office & Commercial,False,Day (08:00),False,3,11.7,55,False,False,0.607,False,False,Hudtwalckerstraße,hudtwalckerstrasse,4.21,Feeder bus,21.6,2.0,36.5,0,60.2,0.0,16.85,28.9,118.27,> 60 min,31.3,2.08,False
SYN-00711,Buxtehude,Kr. Stade,suburban,53.4702,9.7033,Office & Commercial,False,Day (08:00),False,5,19.5,36,True,True,1.241,False,False,Buxtehude,buxtehude,0.27,Walk,3.4,6.0,96.4,2,105.8,0.0,44.65,52.2,522.43,> 60 min,53.6,2.03,False
SYN-00712,Hamburg-Billstedt/Horn,Hamburg,urban,53.54469,10.10596,Office & Commercial,False,Day (08:00),False,2,7.8,45,True,True,0.041,False,False,Billstedt,billstedt,0.78,Walk,9.8,2.0,63.7,1,75.4,0.0,22.0,31.4,102.98,> 60 min,44.0,2.4,False
SYN-00713,Hamburg-Bergedorf,Hamburg,suburban,53.48181,10.16821,Production & Technical,True,Early (06:00),True,5,19.5,44,False,True,-0.27,False,False,Nettelnburg,nettelnburg,1.77,Feeder bus,14.3,6.0,71.3,1,91.6,0.0,32.65,43.0,382.02,> 60 min,48.6,2.13,False
SYN-00714,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.62261,9.83131,Office & Commercial,False,Day (08:00),False,5,19.5,55,False,True,-0.944,False,False,Halstenbek,halstenbek,0.92,Walk,11.4,4.0,73.1,1,88.5,0.0,21.44,27.5,250.8,> 60 min,61.0,3.22,False
SYN-00715,Hamburg-Harburg,Hamburg,urban,53.45005,9.98528,Production & Technical,True,Late (14:00),True,5,19.5,41,True,False,-2.193,True,False,Harburg,harburg,0.99,Feeder bus,12.0,6.0,67.7,1,85.7,0.0,35.98,45.0,420.94,> 60 min,40.7,1.9,False
SYN-00716,Hamburg-Niendorf,Hamburg,urban,53.61401,9.93891,Office & Commercial,False,Day (08:00),False,5,19.5,51,False,False,0.07,False,False,Niendorf Markt,niendorf_markt,1.19,Feeder bus,12.6,2.0,50.7,0,65.2,0.0,14.54,27.5,170.11,> 60 min,37.7,2.37,False
SYN-00717,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.55986,9.9507,Lab & R&D,False,Day (08:00),False,3,11.7,23,False,True,-0.043,True,False,Hallerstraße,hallerstrasse,3.84,Feeder bus,20.5,2.0,41.4,0,63.9,0.0,20.89,30.9,146.68,> 60 min,33.0,2.07,False
SYN-00718,Hamburg-Langenhorn,Hamburg,urban,53.66491,9.99512,Office & Commercial,False,Day (08:00),False,2,7.8,24,False,False,-0.625,False,False,Local bus stop,local_bus,0.4,Walk to bus stop,5.0,6.0,17.8,0,28.8,0.0,5.64,18.5,26.37,≤ 30 min,10.3,1.56,False
SYN-00719,Hamburg-Rahlstedt,Hamburg,suburban,53.60249,10.18755,Lab & R&D,False,Day (08:00),False,5,19.5,20,False,True,0.689,False,False,Farmsen,farmsen,7.26,Park+Ride,17.7,2.0,61.3,3,81.0,7.26,17.85,24.9,208.8,> 60 min,56.1,3.25,False
SYN-00720,Ahrensburg,Kr. Stormarn,suburban,53.66949,10.2703,Production & Technical,False,Day (08:00),False,5,19.5,51,False,False,-1.701,False,False,Ahrensburg (DB),ahrensburg,2.54,Feeder bus,16.6,6.0,67.2,2,89.8,0.0,20.08,26.6,234.92,> 60 min,63.2,3.38,False
